"SlNo","Device","partKind","partStart","partDur"
"944","acutec_QT250-M301_781d8d","1762",2014-11-10 09:59:36.372,176.256000041962
"945","acutec_QT250-M301_781d8d","1762",2014-11-10 10:02:34.676,176.341999769211
"946","acutec_QT250-M301_781d8d","1762",2014-11-10 10:05:31.017,176.31200003624
"947","acutec_QT250-M301_781d8d","1762",2014-11-10 10:08:29.378,176.259999990463
"948","acutec_QT250-M301_781d8d","1762",2014-11-10 10:11:27.687,176.365000009537
"949","acutec_QT250-M301_781d8d","1762",2014-11-10 10:14:24.052,176.256000041962
"950","acutec_QT250-M301_781d8d","1762",2014-11-10 10:17:22.355,176.31500005722
"951","acutec_QT250-M301_781d8d","1762",2014-11-10 10:20:18.671,178.388000011444
"952","acutec_QT250-M301_781d8d","1762",2014-11-10 10:23:17.059,176.285000085831
"953","acutec_QT250-M301_781d8d","1762",2014-11-10 10:26:15.391,176.28400015831
"954","acutec_QT250-M301_781d8d","1762",2014-11-10 10:29:11.676,178.364999771118
"955","acutec_QT250-M301_781d8d","1762",2014-11-10 10:32:10.040,176.280000209808
"956","acutec_QT250-M301_781d8d","1762",2014-11-10 10:35:08.368,176.259000062943
"957","acutec_QT250-M301_781d8d","1762",2014-11-10 10:38:04.628,176.336999893188
"958","acutec_QT250-M301_781d8d","1762",2014-11-10 10:41:03.013,176.256000041962
"959","acutec_QT250-M301_781d8d","1762",2014-11-10 10:44:01.318,176.259999990463
"960","acutec_QT250-M301_781d8d","1762",2014-11-10 10:46:57.578,178.421000003815
"961","acutec_QT250-M301_781d8d","1762",2014-11-10 10:49:55.999,176.197000026703
"962","acutec_QT250-M301_781d8d","1762",2014-11-10 10:52:52.196,178.332999944687
"963","acutec_QT250-M301_781d8d","1762",2014-11-10 10:55:50.529,176.342000007629
"964","acutec_QT250-M301_781d8d","1762",2014-11-10 10:58:48.913,176.255999803543
"965","acutec_QT250-M301_781d8d","1762",2014-11-10 11:01:47.217,176.285000085831
"966","acutec_QT250-M301_781d8d","1762",2014-11-10 11:04:43.502,176.288999795914
"967","acutec_QT250-M301_781d8d","1762",2014-11-10 11:07:41.839,176.27999997139
"968","acutec_QT250-M301_781d8d","1762",2014-11-10 11:10:38.119,178.359000205994
"969","acutec_QT250-M301_781d8d","1762",2014-11-10 11:13:36.479,176.254999876022
"970","acutec_QT250-M301_781d8d","1762",2014-11-10 11:16:34.786,176.27999997139
"971","acutec_QT250-M301_781d8d","1762",2014-11-10 11:19:31.066,176.351999998093
"972","acutec_QT250-M301_781d8d","1762",2014-11-10 11:22:29.456,176.260999917984
"973","acutec_QT250-M301_781d8d","1762",2014-11-10 11:25:27.765,176.27999997139
"974","acutec_QT250-M301_781d8d","1762",2014-11-10 11:28:24.045,176.360999822617
"975","acutec_QT250-M301_781d8d","1762",2014-11-10 11:31:22.467,176.27999997139
"976","acutec_QT250-M301_781d8d","1762",2014-11-10 11:34:20.796,176.310000181198
"977","acutec_QT250-M301_781d8d","1762",2014-11-10 11:37:17.107,176.237999916077
"978","acutec_QT250-M301_781d8d","1762",2014-11-10 11:40:15.382,176.261000156403
"979","acutec_QT250-M301_781d8d","1762",2014-11-10 11:43:11.644,178.412999868393
"980","acutec_QT250-M301_781d8d","1762",2014-11-10 11:46:10.056,176.226999998093
"981","acutec_QT250-M301_781d8d","1762",2014-11-10 12:10:33.509,176.273999929428
"982","acutec_QT250-M301_781d8d","1762",2014-11-10 12:44:43.170,174.210999965668
"983","acutec_QT250-M301_781d8d","1762",2014-11-10 12:47:53.790,174.208000183105
"984","acutec_QT250-M301_781d8d","1762",2014-11-10 12:55:14.459,174.217000007629
"985","acutec_QT250-M301_781d8d","1762",2014-11-10 12:58:25.298,173.994999885559
"986","acutec_QT250-M301_781d8d","1762",2014-11-10 13:02:22.838,174.212000131607
"987","acutec_QT250-M301_781d8d","1762",2014-11-10 13:06:10.901,172.183000087738
"988","acutec_QT250-M301_781d8d","1762",2014-11-10 13:09:13.325,172.181999921799
"989","acutec_QT250-M301_781d8d","1762",2014-11-10 13:12:11.660,170.107999801636
"990","acutec_QT250-M301_781d8d","1762",2014-11-10 13:15:07.913,170.082999944687
"991","acutec_QT250-M301_781d8d","1762",2014-11-10 13:18:49.427,170.140000104904
"992","acutec_QT250-M301_781d8d","1762",2014-11-10 13:21:58.000,170.111000061035
"993","acutec_QT250-M301_781d8d","1762",2014-11-10 13:25:10.671,172.160000085831
"994","acutec_QT250-M301_781d8d","1762",2014-11-10 13:29:30.963,176.279000043869
"995","acutec_QT250-M301_781d8d","1762",2014-11-10 13:32:29.290,176.260000228882
"996","acutec_QT250-M301_781d8d","1762",2014-11-10 13:35:25.551,176.336999893188
"997","acutec_QT250-M301_781d8d","1762",2014-11-10 13:38:23.937,176.287999868393
"998","acutec_QT250-M301_781d8d","1762",2014-11-10 13:41:20.224,176.717000007629
"999","acutec_QT250-M301_781d8d","1762",2014-11-10 13:44:18.667,176.286999940872
"1000","acutec_QT250-M301_781d8d","1762",2014-11-10 13:47:16.999,176.319999933243
"1001","acutec_QT250-M301_781d8d","1762",2014-11-10 13:50:13.319,176.279000043869
"1002","acutec_QT250-M301_781d8d","1762",2014-11-10 13:53:11.644,174.211999893188
"1003","acutec_QT250-M301_781d8d","1762",2014-11-10 13:57:19.654,176.272000074387
"1004","acutec_QT250-M301_781d8d","1762",2014-11-10 14:00:17.974,176.259999990463
"1005","acutec_QT250-M301_781d8d","1762",2014-11-10 14:03:14.234,178.414000034332
"1006","acutec_QT250-M301_781d8d","1762",2014-11-10 14:06:12.648,176.228000164032
"1007","acutec_QT250-M301_781d8d","1762",2014-11-10 14:09:10.924,176.262000083923
"1008","acutec_QT250-M301_781d8d","1762",2014-11-10 14:12:07.186,176.287999868393
"1009","acutec_QT250-M301_781d8d","1762",2014-11-10 14:15:05.513,176.259999990463
"1010","acutec_QT250-M301_781d8d","1762",2014-11-10 14:18:03.822,176.31200003624
"1011","acutec_QT250-M301_781d8d","1762",2014-11-10 14:21:00.134,176.27999997139
"1012","acutec_QT250-M301_781d8d","1762",2014-11-10 14:24:53.796,176.279000043869
"1013","acutec_QT250-M301_781d8d","1762",2014-11-10 14:28:04.411,176.325999975204
"1014","acutec_QT250-M301_781d8d","1762",2014-11-10 14:31:02.773,176.256999969482
"1015","acutec_QT250-M301_781d8d","1762",2014-11-10 14:34:01.108,176.338000059128
"1016","acutec_QT250-M301_781d8d","1762",2014-11-10 14:36:57.447,176.263999938965
"1017","acutec_QT250-M301_781d8d","1762",2014-11-10 14:39:55.755,176.280999898911
"1018","acutec_QT250-M301_781d8d","1762",2014-11-10 14:42:52.036,176.283999919891
"1019","acutec_QT250-M301_781d8d","1762",2014-11-10 14:48:11.834,174.234999895096
"1020","acutec_QT250-M301_781d8d","1762",2014-11-10 14:55:28.434,178.358999967575
"1021","acutec_QT250-M301_781d8d","1762",2014-11-10 14:58:26.793,176.263000011444
"1022","acutec_QT250-M301_781d8d","1762",2014-11-10 15:01:25.102,176.279000043869
"1023","acutec_QT250-M301_781d8d","1762",2014-11-10 15:04:21.381,176.259999990463
"1024","acutec_QT250-M301_781d8d","1762",2014-11-10 15:08:47.900,176.344999790192
"1025","acutec_QT250-M301_781d8d","1762",2014-11-10 15:11:44.244,176.31200003624
"1026","acutec_QT250-M301_781d8d","1762",2014-11-10 15:14:42.601,176.398999929428
"1027","acutec_QT250-M301_781d8d","1762",2014-11-10 15:17:39.000,176.351999998093
"1028","acutec_QT250-M301_781d8d","1762",2014-11-10 15:20:37.390,176.259999990463
"1029","acutec_QT250-M301_781d8d","1762",2014-11-10 15:23:35.698,176.279000043869
"1030","acutec_QT250-M301_781d8d","1762",2014-11-10 15:26:31.977,178.333000183105
"1031","acutec_QT250-M301_781d8d","1762",2014-11-10 15:29:30.311,176.255999803543
"1032","acutec_QT250-M301_781d8d","1762",2014-11-10 15:32:28.614,176.34099984169
"1033","acutec_QT250-M301_781d8d","1762",2014-11-10 15:35:24.954,176.256999969482
"1034","acutec_QT250-M301_781d8d","1762",2014-11-10 15:38:23.259,176.289000034332
"1035","acutec_QT250-M301_781d8d","1762",2014-11-10 15:41:19.548,176.27999997139
"1036","acutec_QT250-M301_781d8d","1762",2014-11-10 15:44:17.878,176.266000032425
"1037","acutec_QT250-M301_781d8d","1762",2014-11-10 15:47:16.187,176.279000043869
"1038","acutec_QT250-M301_781d8d","1762",2014-11-10 15:50:12.466,176.322999954224
"1039","acutec_QT250-M301_781d8d","1762",2014-11-10 15:53:10.854,176.231999874115
"1040","acutec_QT250-M301_781d8d","1762",2014-11-10 15:56:07.085,176.332999944687
"1041","acutec_QT250-M301_781d8d","1762",2014-11-10 15:59:05.476,176.278000116348
"1042","acutec_QT250-M301_781d8d","1762",2014-11-10 16:02:03.802,176.283999919891
"1043","acutec_QT250-M301_781d8d","1762",2014-11-10 16:05:00.086,178.390000104904
"1044","acutec_QT250-M301_781d8d","1762",2014-11-10 16:07:58.476,176.262000083923
"1045","acutec_QT250-M301_781d8d","1762",2014-11-10 16:10:56.786,174.200999975204
"1046","acutec_QT250-M301_781d8d","1762",2014-11-10 16:16:43.177,176.34500002861
"1047","acutec_QT250-M301_781d8d","1762",2014-11-10 16:19:41.571,176.27899980545
"1048","acutec_QT250-M301_781d8d","1762",2014-11-10 16:22:37.849,176.259999990463
"1049","acutec_QT250-M301_781d8d","1762",2014-11-10 16:31:28.667,176.322000026703
"1050","acutec_QT250-M301_781d8d","1762",2014-11-10 16:34:27.026,176.259999990463
"1051","acutec_QT250-M301_781d8d","1762",2014-11-10 16:37:23.286,176.281000137329
"1052","acutec_QT250-M301_781d8d","1762",2014-11-10 16:40:50.322,176.264999866486
"1053","acutec_QT250-M301_781d8d","1762",2014-11-10 16:43:46.586,178.405000209808
"1054","acutec_QT250-M301_781d8d","1762",2014-11-10 16:46:44.992,176.255999803543
"1055","acutec_QT250-M301_781d8d","1762",2014-11-10 16:49:43.295,176.284999847412
"1056","acutec_QT250-M301_781d8d","1762",2014-11-10 16:52:39.579,176.309000015259
"1057","acutec_QT250-M301_781d8d","1762",2014-11-10 16:55:37.940,174.207000017166
"1058","acutec_QT250-M301_781d8d","1762",2014-11-10 17:34:30.428,176.257000207901
"1059","acutec_QT250-M301_781d8d","1762",2014-11-10 17:37:26.686,176.256999969482
"1060","acutec_QT250-M301_781d8d","1762",2014-11-10 17:40:53.693,176.254999876022
"1061","acutec_QT250-M301_781d8d","1762",2014-11-10 17:43:52.002,176.391999959946
"1062","acutec_QT250-M301_781d8d","1762",2014-11-10 17:46:48.394,176.313999891281
"1063","acutec_QT250-M301_781d8d","1762",2014-11-10 17:49:46.755,176.31299996376
"1064","acutec_QT250-M301_781d8d","1762",2014-11-10 17:52:43.068,176.291999816895
"1065","acutec_QT250-M301_781d8d","1762",2014-11-10 17:55:41.404,176.230000019073
"1066","acutec_QT250-M301_781d8d","1762",2014-11-10 17:58:37.634,176.332999944687
"1067","acutec_QT250-M301_781d8d","1762",2014-11-10 18:01:36.020,176.251000165939
"1068","acutec_QT250-M301_781d8d","1762",2014-11-10 18:04:34.323,176.225000143051
"1069","acutec_QT250-M301_781d8d","1762",2014-11-10 18:07:30.549,178.303999900818
"1070","acutec_QT250-M301_781d8d","1762",2014-11-10 18:10:28.852,176.282999992371
"1071","acutec_QT250-M301_781d8d","1762",2014-11-10 18:13:27.217,176.367000102997
"1072","acutec_QT250-M301_781d8d","1762",2014-11-10 18:16:23.584,176.254999876022
"1073","acutec_QT250-M301_781d8d","1762",2014-11-10 18:19:21.891,176.279000043869
"1074","acutec_QT250-M301_781d8d","1762",2014-11-10 18:22:18.171,176.351999998093
"1075","acutec_QT250-M301_781d8d","1762",2014-11-10 18:25:16.562,176.3109998703
"1076","acutec_QT250-M301_781d8d","1762",2014-11-10 18:28:14.921,176.31200003624
"1077","acutec_QT250-M301_781d8d","1762",2014-11-10 18:31:11.233,176.256000041962
"1078","acutec_QT250-M301_781d8d","1762",2014-11-10 18:34:09.542,176.229000091553
"1079","acutec_QT250-M301_781d8d","1762",2014-11-10 18:37:05.772,176.31200003624
"1080","acutec_QT250-M301_781d8d","1762",2014-11-10 18:40:04.131,176.227999925613
"1081","acutec_QT250-M301_781d8d","1762",2014-11-10 18:43:02.431,174.207000017166
"1082","acutec_QT250-M301_781d8d","1762",2014-11-10 18:47:59.647,176.279000043869
"1083","acutec_QT250-M301_781d8d","1762",2014-11-10 18:51:38.969,176.253999948502
"1084","acutec_QT250-M301_781d8d","1762",2014-11-10 18:55:05.976,174.232000112534
"1085","acutec_QT250-M301_781d8d","1762",2014-11-10 18:58:10.513,176.249000072479
"1086","acutec_QT250-M301_781d8d","1762",2014-11-10 19:07:15.694,176.220999956131
"1087","acutec_QT250-M301_781d8d","1762",2014-11-10 19:12:11.049,174.210000038147
"1088","acutec_QT250-M301_781d8d","1762",2014-11-10 19:15:11.403,176.255999803543
"1089","acutec_QT250-M301_781d8d","1762",2014-11-10 19:18:17.928,184.449000120163
"1090","acutec_QT250-M301_781d8d","1762",2014-11-10 19:21:57.229,174.230999946594
"1091","acutec_QT250-M301_781d8d","1762",2014-11-10 19:25:36.582,170.134000062943
"1092","acutec_QT250-M301_781d8d","1762",2014-11-10 19:28:39.005,188.572999954224
"1093","acutec_QT250-M301_781d8d","1762",2014-11-10 19:31:59.868,186.496999979019
"1094","acutec_QT250-M301_781d8d","1762",2014-11-10 19:37:03.194,174.208000183105
"1095","acutec_QT250-M301_781d8d","1762",2014-11-10 19:40:07.648,174.230999946594
"1096","acutec_QT250-M301_781d8d","1762",2014-11-10 19:43:38.802,176.256999969482
"1097","acutec_QT250-M301_781d8d","1762",2014-11-10 19:47:01.772,174.205999851227
"1098","acutec_QT250-M301_781d8d","1762",2014-11-10 19:50:08.272,176.342000007629
"1099","acutec_QT250-M301_781d8d","1762",2014-11-10 19:53:06.657,176.282999992371
"1100","acutec_QT250-M301_781d8d","1762",2014-11-10 19:57:43.414,176.259999990463
"1101","acutec_QT250-M301_781d8d","1762",2014-11-10 20:01:12.473,174.233000040054
"1102","acutec_QT250-M301_781d8d","1762",2014-11-10 20:04:27.243,174.179000139236
"1103","acutec_QT250-M301_781d8d","1762",2014-11-10 20:08:20.905,174.207000017166
"1104","acutec_QT250-M301_781d8d","1762",2014-11-10 20:11:33.631,176.285000085831
"1105","acutec_QT250-M301_781d8d","1762",2014-11-10 20:30:49.713,176.279000043869
"1106","acutec_QT250-M301_781d8d","1762",2014-11-10 20:35:24.365,176.279000043869
"1107","acutec_QT250-M301_781d8d","1762",2014-11-10 20:38:20.644,178.332999944687
"1108","acutec_QT250-M301_781d8d","1762",2014-11-10 20:41:18.977,176.288000106812
"1109","acutec_QT250-M301_781d8d","1762",2014-11-10 20:44:17.312,176.281000137329
"1110","acutec_QT250-M301_781d8d","1762",2014-11-10 20:47:29.983,176.351999998093
"1111","acutec_QT250-M301_781d8d","1762",2014-11-10 20:50:28.392,176.260000228882
"1112","acutec_QT250-M301_781d8d","1762",2014-11-10 20:53:24.653,178.360999822617
"1113","acutec_QT250-M301_781d8d","1762",2014-11-10 20:56:23.013,176.259999990463
"1114","acutec_QT250-M301_781d8d","1762",2014-11-10 20:59:21.322,174.322999954224
"1115","acutec_QT250-M301_781d8d","1762",2014-11-10 21:02:46.368,176.25
"1116","acutec_QT250-M301_781d8d","1762",2014-11-10 21:05:44.696,176.3109998703
"1117","acutec_QT250-M301_781d8d","1762",2014-11-10 21:08:41.006,176.289999961853
"1118","acutec_QT250-M301_781d8d","1762",2014-11-10 21:11:39.342,176.253000020981
"1119","acutec_QT250-M301_781d8d","1762",2014-11-10 21:14:35.595,178.388999938965
"1120","acutec_QT250-M301_781d8d","1762",2014-11-10 21:17:33.983,176.262000083923
"1121","acutec_QT250-M301_781d8d","1762",2014-11-10 21:20:32.295,176.27799987793
"1122","acutec_QT250-M301_781d8d","1762",2014-11-10 21:23:28.572,178.332000017166
"1123","acutec_QT250-M301_781d8d","1762",2014-11-10 21:26:26.904,176.256000041962
"1124","acutec_QT250-M301_781d8d","1762",2014-11-10 21:29:25.209,174.21799993515
"1125","acutec_QT250-M301_781d8d","1762",2014-11-10 21:33:51.670,176.398999929428
"1126","acutec_QT250-M301_781d8d","1762",2014-11-10 21:36:48.069,176.254999876022
"1127","acutec_QT250-M301_781d8d","1762",2014-11-10 21:39:48.420,176.316999912262
"1128","acutec_QT250-M301_781d8d","1762",2014-11-10 21:42:44.736,176.348999977112
"1129","acutec_QT250-M301_781d8d","1762",2014-11-10 21:45:43.121,176.259999990463
"1130","acutec_QT250-M301_781d8d","1762",2014-11-10 21:48:39.381,178.378000020981
"1131","acutec_QT250-M301_781d8d","1762",2014-11-10 21:51:37.759,176.31200003624
"1132","acutec_QT250-M301_781d8d","1762",2014-11-10 21:54:36.130,176.253999948502
"1133","acutec_QT250-M301_781d8d","1762",2014-11-10 21:57:32.384,178.389999866486
"1134","acutec_QT250-M301_781d8d","1762",2014-11-10 22:00:30.773,176.261000156403
"1135","acutec_QT250-M301_781d8d","1762",2014-11-10 22:06:27.410,176.303999900818
"1136","acutec_QT250-M301_781d8d","1762",2014-11-10 22:09:25.742,176.255999803543
"1137","acutec_QT250-M301_781d8d","1762",2014-11-10 22:12:24.051,176.27999997139
"1138","acutec_QT250-M301_781d8d","1762",2014-11-10 22:15:20.331,176.366999864578
"1139","acutec_QT250-M301_781d8d","1762",2014-11-10 22:18:18.753,176.291000127792
"1140","acutec_QT250-M301_781d8d","1762",2014-11-10 22:21:17.082,176.371999979019
"1141","acutec_QT250-M301_781d8d","1762",2014-11-10 22:24:13.454,176.292000055313
"1142","acutec_QT250-M301_781d8d","1762",2014-11-10 22:27:11.782,176.260999917984
"1143","acutec_QT250-M301_781d8d","1762",2014-11-10 22:30:08.043,178.327000141144
"1144","acutec_QT250-M301_781d8d","1762",2014-11-10 22:33:06.371,176.261999845505
"1145","acutec_QT250-M301_781d8d","1762",2014-11-10 22:41:28.540,176.260000228882
"1146","acutec_QT250-M301_781d8d","1762",2014-11-10 22:44:43.288,176.231999874115
"1147","acutec_QT250-M301_781d8d","1762",2014-11-10 22:47:41.568,176.307999849319
"1148","acutec_QT250-M301_781d8d","1762",2014-11-10 22:50:37.875,176.255000114441
"1149","acutec_QT250-M301_781d8d","1762",2014-11-10 22:53:36.180,176.289000034332
"1150","acutec_QT250-M301_781d8d","1762",2014-11-10 22:56:32.469,178.327999830246
"1151","acutec_QT250-M301_781d8d","1762",2014-11-10 22:59:30.796,176.259999990463
"1152","acutec_QT250-M301_781d8d","1762",2014-11-10 23:02:29.117,176.267999887466
"1153","acutec_QT250-M301_781d8d","1762",2014-11-10 23:05:25.384,176.31500005722
"1154","acutec_QT250-M301_781d8d","1762",2014-11-10 23:08:23.746,176.261999845505
"1155","acutec_QT250-M301_781d8d","1762",2014-11-10 23:15:32.125,176.260999917984
"1156","acutec_QT250-M301_781d8d","1762",2014-11-10 23:18:28.385,178.355000019073
"1157","acutec_QT250-M301_781d8d","1762",2014-11-10 23:21:26.740,176.233000040054
"1158","acutec_QT250-M301_781d8d","1762",2014-11-10 23:24:25.022,174.231999874115
"1159","acutec_QT250-M301_781d8d","1762",2014-11-10 23:27:29.539,178.350000143051
"1160","acutec_QT250-M301_781d8d","1762",2014-11-10 23:30:27.890,174.229999780655
"1161","acutec_QT250-M301_781d8d","1762",2014-11-10 23:34:03.111,176.286000013351
"1162","acutec_QT250-M301_781d8d","1762",2014-11-10 23:36:59.397,176.256999969482
"1163","acutec_QT250-M301_781d8d","1762",2014-11-10 23:39:57.700,174.213000059128
"1164","acutec_QT250-M301_781d8d","1762",2014-11-10 23:45:15.477,176.256000041962
"1165","acutec_QT250-M301_781d8d","1762",2014-11-10 23:48:11.733,176.34299993515
"1166","acutec_QT250-M301_781d8d","1762",2014-11-10 23:52:36.207,176.31200003624
"1167","acutec_QT250-M301_781d8d","1762",2014-11-10 23:55:32.519,178.391000032425
"1168","acutec_QT250-M301_781d8d","1762",2014-11-10 23:58:30.911,176.279000043869
"1169","acutec_QT250-M301_781d8d","1762",2014-11-11 00:01:29.237,176.28400015831
"1170","acutec_QT250-M301_781d8d","1762",2014-11-11 00:04:25.522,176.355000019073
"1171","acutec_QT250-M301_781d8d","1762",2014-11-11 00:07:23.914,176.223000049591
"1172","acutec_QT250-M301_781d8d","1762",2014-11-11 00:10:20.138,176.365999937057
"1173","acutec_QT250-M301_781d8d","1762",2014-11-11 00:13:18.559,176.281000137329
"1174","acutec_QT250-M301_781d8d","1762",2014-11-11 00:16:16.891,176.3109998703
"1175","acutec_QT250-M301_781d8d","1762",2014-11-11 00:19:13.201,176.272000074387
"1176","acutec_QT250-M301_781d8d","1762",2014-11-11 00:22:11.535,176.254999876022
"1177","acutec_QT250-M301_781d8d","1762",2014-11-11 00:25:07.789,176.341000080109
"1178","acutec_QT250-M301_781d8d","1762",2014-11-11 00:29:09.729,176.260999917984
"1179","acutec_QT250-M301_781d8d","1762",2014-11-11 00:32:08.038,176.27999997139
"1180","acutec_QT250-M301_781d8d","1762",2014-11-11 00:35:04.318,176.34099984169
"1181","acutec_QT250-M301_781d8d","1762",2014-11-11 00:43:08.111,178.359999895096
"1182","acutec_QT250-M301_781d8d","1762",2014-11-11 00:46:06.471,176.256000041962
"1183","acutec_QT250-M301_781d8d","1762",2014-11-11 00:49:04.779,176.34299993515
"1184","acutec_QT250-M301_781d8d","1762",2014-11-11 00:52:01.122,176.370000123978
"1185","acutec_QT250-M301_781d8d","1762",2014-11-11 00:54:59.535,176.254999876022
"1186","acutec_QT250-M301_781d8d","1762",2014-11-11 00:58:40.882,178.390000104904
"1187","acutec_QT250-M301_781d8d","1762",2014-11-11 01:01:39.273,176.250999927521
"1188","acutec_QT250-M301_781d8d","1762",2014-11-11 01:04:37.572,224.977999925613
"1189","acutec_QT250-M301_781d8d","1762",2014-11-11 01:08:59.428,188.568000078201
"1190","acutec_QT250-M301_781d8d","1762",2014-11-11 01:12:16.194,245.973999977112
"1191","acutec_QT250-M301_781d8d","1",2014-11-11 16:40:54.960,172.389999866486
"1192","acutec_QT250-M301_781d8d","1",2014-11-11 16:44:36.536,3652.46799993515
"1193","acutec_QT250-M301_781d8d","1",2014-11-11 17:46:10.025,2974.52999997139
"1194","acutec_QT250-M301_781d8d","1",2014-11-11 18:45:00.062,1064.10700011253
"1195","acutec_QT250-M301_781d8d","1",2014-11-11 19:03:29.256,6346.86199998856
"1196","acutec_QT250-M301_781d8d","1",2014-11-11 20:55:02.601,1813.9889998436
"1197","acutec_QT250-M301_781d8d","1",2014-11-11 21:25:57.611,327.960999965668
"1198","acutec_QT250-M301_781d8d","1",2014-11-11 21:32:04.549,3418.6930000782
"1199","acutec_QT250-M301_781d8d","5",2014-11-13 17:56:48.680,1472.03299999237
"1200","acutec_QT250-M301_781d8d","55",2014-11-13 18:28:35.440,668.292999982834
"1201","acutec_QT250-M301_781d8d","55",2014-11-13 18:45:28.194,3607.93799996376
"1202","acutec_QT250-M301_781d8d","5",2014-11-13 19:33:59.006,373.022000074387
"1203","acutec_QT250-M301_781d8d","5",2014-11-13 19:45:38.171,687.749000072479
"1204","acutec_QT250-M301_781d8d","55",2014-11-13 19:57:53.062,282.845999956131
"1205","acutec_QT250-M301_781d8d","5",2014-11-13 20:08:14.085,407.894000053406
"1206","acutec_QT250-M301_781d8d","55",2014-11-13 20:15:49.115,280.865000009537
"1207","acutec_QT250-M301_781d8d","5",2014-11-13 20:24:50.289,406.671999931335
"1208","acutec_QT250-M301_781d8d","55",2014-11-13 20:33:11.203,282.878999948502
"1209","acutec_QT250-M301_781d8d","5",2014-11-13 20:47:01.349,407.917000055313
"1210","acutec_QT250-M301_781d8d","55",2014-11-13 20:55:50.390,282.843999862671
"1211","acutec_QT250-M301_781d8d","5",2014-11-13 21:05:59.206,424.230000019073
"1212","acutec_QT250-M301_781d8d","55",2014-11-13 21:13:56.740,299.258000135422
"1213","acutec_QT250-M301_781d8d","5",2014-11-13 21:24:13.720,422.309000015259
"1214","acutec_QT250-M301_781d8d","55",2014-11-13 21:32:05.226,299.200999975204
"1215","acutec_QT250-M301_781d8d","5",2014-11-13 21:42:38.509,422.240000009537
"1216","acutec_QT250-M301_781d8d","55",2014-11-13 21:50:09.443,299.259999990463
"1217","acutec_QT250-M301_781d8d","5",2014-11-13 22:06:27.131,422.334000110626
"1218","acutec_QT250-M301_781d8d","55",2014-11-13 22:14:10.440,299.234999895096
"1219","acutec_QT250-M301_781d8d","5",2014-11-13 22:24:13.542,421.793999910355
"1220","acutec_QT250-M301_781d8d","55",2014-11-13 22:34:17.974,299.259999990463
"1221","acutec_QT250-M301_781d8d","5",2014-11-13 22:42:17.591,422.231999874115
"1222","acutec_QT250-M301_781d8d","55",2014-11-13 22:51:30.993,297.292000055313
"1223","acutec_QT250-M301_781d8d","5",2014-11-13 23:01:54.117,421.555999994278
"1224","acutec_QT250-M301_781d8d","55",2014-11-13 23:21:58.918,299.259000062943
"1225","acutec_QT250-M301_781d8d","5",2014-11-13 23:29:17.543,423.113000154495
"1226","acutec_QT250-M301_781d8d","55",2014-11-13 23:37:30.355,299.253000020981
"1227","acutec_QT250-M301_781d8d","5",2014-11-14 12:05:41.322,422.238000154495
"1228","acutec_QT250-M301_781d8d","55",2014-11-14 12:16:35.198,299.231000185013
"1229","acutec_QT250-M301_781d8d","5",2014-11-14 12:25:38.332,422.305000066757
"1230","acutec_QT250-M301_781d8d","55",2014-11-14 13:08:45.078,299.258999824524
"1231","acutec_QT250-M301_781d8d","5",2014-11-14 13:18:55.885,422.292000055313
"1232","acutec_QT250-M301_781d8d","55",2014-11-14 13:26:16.638,297.295000076294
"1233","acutec_QT250-M301_781d8d","5",2014-11-14 13:34:26.605,423.233999967575
"1234","acutec_QT250-M301_781d8d","55",2014-11-14 13:41:56.490,299.207999944687
"1235","acutec_QT250-M301_781d8d","5",2014-11-14 13:49:29.476,423.315999984741
"1236","acutec_QT250-M301_781d8d","55",2014-11-14 13:56:55.349,299.261000156403
"1237","acutec_QT250-M301_781d8d","5",2014-11-14 14:04:50.869,424.28200006485
"1238","acutec_QT250-M301_781d8d","55",2014-11-14 14:12:13.614,299.258999824524
"1239","acutec_QT250-M301_781d8d","5",2014-11-14 14:20:27.562,422.749000072479
"1240","acutec_QT250-M301_781d8d","55",2014-11-14 14:27:48.767,297.25
"1241","acutec_QT250-M301_781d8d","5",2014-11-14 14:35:52.479,421.813999891281
"1242","acutec_QT250-M301_781d8d","55",2014-11-14 14:44:43.121,299.259999990463
"1243","acutec_QT250-M301_781d8d","5",2014-11-14 15:01:11.051,422.661999940872
"1244","acutec_QT250-M301_781d8d","55",2014-11-14 15:08:34.190,299.259999990463
"1245","acutec_QT250-M301_781d8d","5",2014-11-14 15:26:46.884,373.279000043869
"1246","acutec_QT250-M301_781d8d","55",2014-11-14 15:36:53.881,246.007999897003
"1247","acutec_QT250-M301_781d8d","A751.1-OP20",2014-11-14 20:14:27.075,71.8450000286102
"1248","acutec_QT250-M301_781d8d","A751.1-OP20",2014-11-14 20:15:51.447,297.610000133514
"1249","acutec_QT250-M301_781d8d","A751-OP20",2014-11-14 20:32:28.762,5076.82799983025
"1250","acutec_QT250-M301_781d8d","A751.1-OP20",2014-11-17 12:22:22.746,131.168999910355
"1251","acutec_QT250-M301_781d8d","A751-OP20",2014-11-17 12:33:41.431,246.12700009346
"1252","acutec_QT250-M301_781d8d","A751.1-OP20",2014-11-17 13:26:18.331,65.5739998817444
"1253","acutec_QT250-M301_781d8d","A751.1-OP20",2014-11-17 13:29:22.898,63.5460000038147
"1254","acutec_QT250-M301_781d8d","A751-OP20",2014-11-17 13:34:10.119,245.923000097275
